english	translation	category	sub_category	source
2 doses of Zamorak brew.	2 doses de poção Zamorak.	examine	item	Zamorak brew(2)
1 dose of Zamorak brew.	1 dose de poção Zamorak.	examine	item	Zamorak brew(1)
This is meant to be good for spots.	Isso é bom para espinhas.	examine	item	Potion
A cup of a strange brew...	Uma xícara de uma bebida estranha...	examine	item	Poison chalice
It needs cleaning.	Precisa ser limpa.	examine	item	Grimy guam leaf
It seems to be looking at me.	Parece estar me olhando.	examine	item	Eye of newt
Ewww!	Eca!	examine	item	Red spiders' eggs
The root of a limpwurt plant.	A raiz de uma planta de talsichão.	examine	item	Limpwurt root
A glass vial containing water.	Um frasco de vidro contendo água.	examine	item	Vial of water
An empty glass vial.	Um frasco de vidro vazio.	examine	item	Vial
Strange spiky grass.	Erva estranha e espinhosa.	examine	item	Snape grass
I can grind things for potions in this.	Posso moer coisas para poções nisso.	examine	item	Pestle and mortar
Finely ground horn of Unicorn.	Chifre de unicórnio finamente moído.	examine	item	Unicorn horn dust
This horn has restorative properties.	Este chifre tem propriedades restauradoras.	examine	item	Unicorn horn
Sour berries, used in potions.	Bagas ácidas, usadas em poções.	examine	item	White berries
Finely ground scale of Dragon.	Escama de dragão finamente moída.	examine	item	Dragon scale dust
A large shiny scale.	Uma escama grande e brilhante.	examine	item	Blue dragon scale
An evil wine for an evil god.	Um vinho maligno para um deus maligno.	examine	item	Wine of zamorak
They don't look very ripe.	Não parecem muito maduras.	examine	item	Jangerberries
A bitter green herb.	Uma erva verde amarga.	examine	item	Guam leaf
A herb used in poison cures.	Uma erva usada em curas de veneno.	examine	item	Marrentill
A useful herb.	Uma erva útil.	examine	item	Tarromin
A powerful herb.	Uma erva poderosa.	examine	item	Kwuarm
It looks like part of a machine.	Parece parte de uma máquina.	examine	item	Pressure gauge
Keeps your pet fish strong and healthy.	Mantém seu peixe de estimação forte e saudável.	examine	item	Fish food
This stuff looks nasty.	Isso parece nojento.	examine	item	Poison
Doesn't seem very nice to the poor fishes.	Não parece muito bom para os pobres peixes.	examine	item	Poisoned fish food
A slightly smelly key (Used in the Ernest the Chicken quest).	Uma chave um pouco fedorenta (usada na missão Que Peninha do Ernesto).	examine	item	Key
It's slightly charred.	Está um pouco carbonizada.	examine	item	Rubber tube
It's pretty full.	Está bem cheia.	examine	item	Oil can
A sharp cattleprod.	Um aguilhão afiado.	examine	item	Cattleprod
Councillor Halgrive gave me this to kill some sheep.	O conselheiro Halgrive me deu isso para matar algumas ovelhas.	examine	item	Sheep feed
The suspicious-looking remains of a suspicious-looking sheep.	Os restos suspeitos de uma ovelha suspeita.	examine	item	Sheep bones (1)
This should protect me from the plague, I hope!	Isso deve me proteger da peste, espero!	examine	item	Plague jacket
These should protect me from the plague, I hope!	Isso deve me proteger da peste, espero!	examine	item	Plague trousers
Some orange armour designed to fit goblins.	Uma armadura laranja projetada para caber em duendes.	examine	item	Orange goblin mail
Some blue armour designed to fit goblins.	Uma armadura azul projetada para caber em duendes.	examine	item	Blue goblin mail
Some brown armour designed to fit goblins.	Uma armadura marrom projetada para caber em duendes.	examine	item	Goblin mail
This contains some vital research.	Isso contém algumas pesquisas vitais.	examine	item	Research package
They seem to be written in some kind of code.	Parecem estar escritas em algum tipo de código.	examine	item	Research notes
A book on elven history in northern Gielinor.	Um livro sobre a história élfica no norte de Guilenor.	examine	item	Book on baxtorian
I found this in a cave beneath the Tree Gnome Village (used in the Waterfall Quest).	Encontrei isso em uma caverna abaixo da Vila dos Gnomos das Árvores (usado em A Missão das Cataratas).	examine	item	Key
A small pebble with elven inscription.	Uma pequena pedra com inscrição élfica.	examine	item	Glarial's pebble
A bright green gem set in a necklace.	Uma gema verde brilhante incrustada em um colar.	examine	item	Glarial's amulet
An urn containing Glarial's ashes.	Uma urna contendo as cinzas de Glarial.	examine	item	Glarial's urn
An empty urn made for Glarial's ashes.	Uma urna vazia feita para as cinzas de Glarial.	examine	item	Glarial's urn (empty)
I found this within Baxtorian Falls (used in the Waterfall Quest).	Encontrei isso nas Cataratas de Baxtorian (usadas em A Missão das Cataratas).	examine	item	Key
Magical seeds in a mithril case.	Sementes mágicas em um estojo de mithril.	examine	item	Mithril seeds
A bit of rat.	Um pedaço de rato.	examine	item	Rat's tail
Useful for catching lobsters.	Útil para capturar lagostas.	examine	item	Lobster pot
Useful for catching small fish.	Útil para capturar peixes pequenos.	examine	item	Small fishing net
Useful for catching lots of fish.	Útil para pescar muitos peixes.	examine	item	Big fishing net
Useful for catching sardine or herring.	Útil para pescar sardinha ou arenque.	examine	item	Fishing rod
Useful for catching salmon or trout.	Útil para pescar salmão ou truta.	examine	item	Fly fishing rod
Useful for catching really big fish.	Útil para pescar peixes realmente grandes.	examine	item	Harpoon
For use with a fishing rod.	Para usar com uma vara de pescar.	examine	item	Fishing bait
Used for fly fishing.	Usado para pesca com mosca.	examine	item	Feather
Some nicely cooked shrimp.	Alguns camarões bem cozidos.	examine	item	Shrimps
I should try cooking this.	Eu deveria tentar cozinhar isso.	examine	item	Raw shrimps
Some nicely cooked anchovies.	Algumas anchovas bem cozidas.	examine	item	Anchovies
Oops!	Opa!	examine	item	Burnt fish
Some nicely cooked sardines.	Algumas sardinhas bem cozidas.	examine	item	Sardine
Some nicely cooked salmon.	Um salmão bem cozido.	examine	item	Salmon
Some nicely cooked trout.	Uma truta bem cozida.	examine	item	Trout
Some nicely cooked giant carp.	Uma carpa gigante bem cozida.	examine	item	Giant carp
Some nicely cooked cod.	Um bacalhau bem cozido.	examine	item	Cod
Some nicely cooked herring.	Um arenque bem cozido.	examine	item	Herring
Some nicely cooked pike.	Um lúcio bem cozido.	examine	item	Pike
Some nicely cooked mackerel.	Uma cavala bem cozida.	examine	item	Mackerel
Wow, this is a big fish.	Uau, este peixe é grande.	examine	item	Tuna
I'd better be careful eating this!	É melhor ter cuidado ao comer isto!	examine	item	Swordfish
This looks tricky to eat.	Parece difícil de comer.	examine	item	Lobster
I'd better be careful eating this.	É melhor ter cuidado ao comer isto.	examine	item	Shark
A rare catch.	Uma captura rara.	examine	item	Raw manta ray
Tasty!	Saboroso!	examine	item	Sea turtle
Slightly damp seaweed.	Algas marinhas ligeiramente úmidas.	examine	item	Seaweed
I hope there's treasure in it.	Espero que haja um tesouro dentro.	examine	item	Casket
Maybe there are pearls inside?	Talvez haja pérolas dentro?	examine	item	Oyster
Aww, it's empty.	Ah, está vazio.	examine	item	Empty oyster
I could work wonders with a chisel on this pearl.	Eu poderia fazer maravilhas com um cinzel nesta pérola.	examine	item	Oyster pearl
I could work wonders with a chisel on these pearls.	Eu poderia fazer maravilhas com um cinzel nessas pérolas.	examine	item	Oyster pearls
An expensive colourless liquid.	Um líquido incolor caro.	examine	item	Ethenea
This isn't worth much.	Isso não vale muito.	examine	item	Liquid honey
It's highly poisonous.	É altamente venenoso.	examine	item	Sulphuric broline
Probably best I don't keep this too long.	Provavelmente é melhor eu não guardar isso por muito tempo.	examine	item	Plague sample
A special kind of paper.	Um tipo especial de papel.	examine	item	Touch paper
Apparently it distills.	Aparentemente, destila.	examine	item	Distillator
Yup. It's an amulet.	Sim. É um amuleto.	examine	item	Lathas' amulet
Birds love this stuff!	Os pássaros adoram isso!	examine	item	Bird feed
Opens things (Used in the Biohazard quest).	Abre coisas (usado na missão Bioameaça).	examine	item	Key
It's full of pigeons.	Está cheio de pombos.	examine	item	Pigeon cage
It's empty...	Está vazio...	examine	item	Pigeon cage
Top half of a priest suit.	Metade superior de um traje de padre.	examine	item	Priest gown
Bottom half of a priest suit.	Metade inferior de um traje de padre.	examine	item	Priest gown
Medical looking.	Parece médico.	examine	item	Medical gown
A very strong spirit brewed on Karamja.	Uma bebida alcoólica muito forte produzida em Karamja.	examine	item	Karamjan rum
A key to One-Eyed Hector's chest (Used in the Pirate's Treasure quest).	Uma chave para o baú do Hector, o Caolho (usada na missão Tesouro do Pirata).	examine	item	Chest key
Pirates don't have the best handwriting...	Os piratas não têm a melhor caligrafia...	examine	item	Pirate message
Some hard dry clay.	Argila dura e seca.	examine	item	Clay
This needs refining.	Isso precisa ser refinado.	examine	item	Copper ore
Hmm a non-renewable energy source!	Hmm, uma fonte de energia não renovável!	examine	item	Coal
The official Alfred Grimhand bar crawl card.	O cartão oficial do Alfred Grimhand para bares.	examine	item	Barcrawl card
It's empty!	Está vazio!	examine	item	Scorpion cage
There is 1 scorpion inside.	Há um escorpião dentro.	examine	item	Scorpion cage
There are 2 scorpions inside.	Há 2 escorpiões dentro.	examine	item	Scorpion cage
There are 3 scorpions inside.	Há 3 escorpiões dentro.	examine	item	Scorpion cage
I wonder what this tastes like?	Como será o gosto disso?	examine	item	Strange fruit
Useless without the head.	Inútil sem a cabeça.	examine	item	Pickaxe handle
Nurmof can fix this for me.	Nurmof pode consertar isso para mim.	examine	item	Broken pickaxe
It's missing a handle.	Está faltando uma alça.	examine	item	Bronze pick head
Bob can fix this for me.	Bob pode consertar isso para mim.	examine	item	Broken axe
I don't fancy eating this now.	Não estou com vontade de comer isso agora.	examine	item	Enchanted beef
Bones are for burying!	Ossos são para enterrar!	examine	item	Bones
Ew it's a pile of bones.	Eca, é uma pilha de ossos.	examine	item	Bat bones
These would feed a dog for months!	Isso daria comida para um cachorro por meses!	examine	item	Dragon bones
Keeps a druid's knees nice and warm.	Mantém os joelhos de um druida bem aquecidos.	examine	item	Druid's robe
I feel closer to the gods when I am wearing this.	Sinto-me mais próximo dos deuses quando uso isso.	examine	item	Druid's robe top
Keeps a monk's knees nice and warm.	Mantém os joelhos de um monge bem aquecidos.	examine	item	Monk's robe
If a shade had knees, this would keep them nice and warm.	Se uma sombra tivesse joelhos, isso os manteria bem aquecidos.	examine	item	Shade robe
Issued to all new citizens of Gielinor.	Entregue a todos os novos cidadãos de Guilenor.	examine	item	Newcomer map
It lets me talk to ghosts.	Isso me permite falar com fantasmas.	examine	item	Ghostspeak amulet
Ooooh spooky!	Ooooh, assustador!	examine	item	Ghost's skull
One of the 4 basic elemental Runes.	Uma das 4 runas elementais básicas.	examine	item	Fire rune
Used for basic level missile spells.	Usada para feitiços de combate de nível básico.	examine	item	Mind rune
Used for curse spells.	Usada para feitiços de maldição.	examine	item	Body rune
Used for medium level missile spells.	Usada para feitiços de combate de nível médio.	examine	item	Death rune
Used for alchemy spells.	Usada para feitiços de alquimia.	examine	item	Nature rune
Used for low level missile spells.	Usada para feitiços de combate de baixo nível.	examine	item	Chaos rune
Used for teleport spells.	Usada para feitiços de teleporte.	examine	item	Law rune
Used for enchant spells.	Usada para feitiços de encantamento.	examine	item	Cosmic rune
Used for high level missile spells.	Usada para feitiços de combate de alto nível.	examine	item	Blood rune
Used for high level curse spells.	Usada para feitiços de maldição de alto nível.	examine	item	Soul rune
I'd prefer it if it was powered.	Eu preferiria se fosse energizada.	examine	item	Unpowered orb
A magic glowing orb.	Uma esfera mágica brilhante.	examine	item	Fire orb
I can do magic better in this.	Consigo fazer magia melhor com isto.	examine	item	Blue wizard robe
A silly pointed hat.	Um chapéu pontiagudo bobo.	examine	item	Blue wizard hat
It's a bailing bucket.	É um balde de escoamento.	examine	item	Bailing bucket
It's a bailing bucket full of salty water.	É um balde de escoamento cheio de água salgada.	examine	item	Bailing bucket
A strange glowing green orb.	Uma estranha esfera verde brilhante.	examine	item	Orb of protection
Two strange glowing green orbs.	Duas estranhas esferas verdes brilhantes.	examine	item	Orbs of protection
It's an amulet of protection given to me by the gnomes.	É um amuleto de proteção que me foi dado pelos gnomos.	examine	item	Gnome amulet
Useful for lighting a fire.	Útil para acender uma fogueira.	examine	item	Tinderbox
A heap of ashes.	Uma pilha de cinzas.	examine	item	Ashes
A lit home-made torch.	Uma tocha caseira acesa.	examine	item	Lit torch
An unlit home-made torch.	Uma tocha caseira apagada.	examine	item	Unlit torch
Arrows with bronze heads wrapped in oily cloth.	Setas com pontas de bronze envoltas em um pano oleoso.	examine	item	Bronze fire arrow
A book on the history of astronomy.	Um livro sobre a história da astronomia.	examine	item	Astronomy book
A small key for a large door (Allows access to the goblin kitchen in the Observatory Dungeon).	Uma pequena chave para uma porta grande (permite acesso à cozinha dos duendes na Masmorra do Observatório).	examine	item	Goblin kitchen key
An unusual mould in the shape of a disc.	Um molde incomum em forma de disco.	examine	item	Lens mould
A perfectly circular disc of glass.	Um disco de vidro perfeitamente circular.	examine	item	Observatory lens
A slender bone shard given to you by Zadimus.	Um fragmento de osso fino dado a você por Zadimus.	examine	item	Bone shard
A bone key fashioned from a shard of bone (Provides access to Rashiliyia's Tomb).	Uma chave de osso feita a partir de um fragmento de osso (dá acesso ao túmulo de Rashiliyia).	examine	item	Bone key
A stone plaque with carved letters in it.	Uma placa de pedra com letras esculpidas.	examine	item	Stone-plaque
An ancient tattered scroll.	Um pergaminho antigo e esfarrapado.	examine	item	Tattered scroll
An ancient crumpled scroll.	Um pergaminho antigo e amassado.	examine	item	Crumpled scroll
The remains of the Zombie Queen.	Os restos mortais da Rainha Zumbi.	examine	item	Rashiliyia corpse
The remains of Zadimus.	Os restos mortais de Zadimus.	examine	item	Zadimus corpse
A magical crystal sphere.	Uma esfera de cristal mágica.	examine	item	Locating crystal
A curious looking neck ornament.	Um ornamento de pescoço de aparência curiosa.	examine	item	Beads of the dead
Lovely money!	Querido dinheirinho!	examine	item	Coins
Beads carved out of a bone.	Contas esculpidas em osso.	examine	item	Bone beads
Allows you to rest in the luxurious Paramayer Inn.	Permite que você descanse na luxuosa Pousada Paramayer.	examine	item	Paramaya ticket
Allows you passage on the 'Lady of the waves' ship.	Permite que você passe pelo navio “Senhora das Ondas”.	examine	item	Ship ticket
An ivory sword pommel.	Um punho de espada de marfim.	examine	item	Sword pommel
Notes taken from the tomb of Bervirius.	Notas tiradas da tumba de Bervirius.	examine	item	Bervirius notes
A decorated belt used to trade information between distant villages.	Um cinto decorado usado para trocar informações entre aldeias distantes.	examine	item	Wampum belt
They're soft, silky and pink.	Eles são macios, sedosos e rosa.	examine	item	Pink boots
They're soft, silky and green.	São macios, sedosos e verdes.	examine	item	Green boots
They're soft, silky and blue.	São macios, sedosos e azuis.	examine	item	Blue boots
They're soft, silky and cream.	São macios, sedosos e creme.	examine	item	Cream boots
They're soft, silky and turquoise.	São macios, sedosos e turquesa.	examine	item	Turquoise boots
The ultimate in gnome design, now in pink!	O que há de mais moderno em design gnômico, agora em rosa!	examine	item	Pink robe top
The ultimate in gnome design, now in green!	O que há de mais moderno em design gnômico, agora em verde!	examine	item	Green robe top
The ultimate in gnome design, now in blue!	O que há de mais moderno em design gnômico, agora em azul!	examine	item	Blue robe top
The ultimate in gnome design, now in cream!	O que há de mais moderno em design gnômico, agora em creme!	examine	item	Cream robe top
The ultimate in gnome design, now in turquoise!	O que há de mais moderno em design gnômico, agora em turquesa!	examine	item	Turquoise robe top
Made by Tree Gnomes with a thing for pink.	Feito por gnomos arborícolas com uma queda por rosa.	examine	item	Pink robe bottoms
Made by Tree Gnomes with a thing for green.	Feito por gnomos arborícolas com uma queda por verde.	examine	item	Green robe bottoms
Made by Tree Gnomes with a thing for blue.	Feito por gnomos arborícolas com uma queda por azul.	examine	item	Blue robe bottoms
Made by Tree Gnomes with a thing for cream.	Feito por gnomos arborícolas com uma queda por creme.	examine	item	Cream robe bottoms
Made by Tree Gnomes with a thing for turquoise.	Feito por gnomos arborícolas com uma queda por turquesa.	examine	item	Turquoise robe bottoms
A silly pink pointed hat.	Um chapéu pontudo rosa bobo.	examine	item	Pink hat
A silly green pointed hat.	Um chapéu pontudo verde bobo.	examine	item	Green hat
A silly blue pointed hat.	Um chapéu pontudo azul bobo.	examine	item	Blue hat
A silly cream pointed hat.	Um chapéu pontudo creme bobo.	examine	item	Cream hat
A silly turquoise pointed hat.	Um chapéu pontudo turquesa bobo.	examine	item	Turquoise hat
Picture of a posing Paladin.	Foto de um Paladino posando.	examine	item	Portrait
A Faladian Knight's sword.	A espada de um Cavaleiro Faladoriano.	examine	item	Blurite sword
Definitely blue.	Definitivamente azul.	examine	item	Blurite ore
A receptacle for specimens!	Um recipiente para espécimes!	examine	item	Specimen jar
A small brush used to clean rock samples.	Uma pequena escova usada para limpar amostras de rochas.	examine	item	Specimen brush
A carefully-kept-safe skull sample.	Uma amostra de crânio cuidadosamente guardada.	examine	item	Animal skull
A special cup.	Uma xícara especial.	examine	item	Special cup
A lucky mascot.	Um mascote da sorte.	examine	item	Teddy
A roughly shaped piece of rock.	Um pedaço de rocha com formato irregular.	examine	item	Cracked sample
A small pick for digging.	Uma pequena picareta para cavar.	examine	item	Rock pick
Used for digging!	Usada para cavar!	examine	item	Trowel
An empty tray for panning.	Uma bandeja vazia para garimpar.	examine	item	Panning tray
This tray contains gold.	Esta bandeja contém ouro.	examine	item	Panning tray
This tray contains mud.	Esta bandeja contém lama.	examine	item	Panning tray
Pure, lovely gold!	Ouro puro e lindo!	examine	item	Nuggets
An unusual symbol as yet unidentified by the archaeological expert.	Um símbolo incomum ainda não identificado pelo especialista em arqueologia.	examine	item	Ancient talisman
A letter waiting to be stamped.	Uma carta esperando para ser carimbada.	examine	item	Unstamped letter
A sealed letter of recommendation.	Uma carta de recomendação lacrada.	examine	item	Sealed letter
Used to hold up trousers!	Usada para segurar calças!	examine	item	Belt buckle
Phew!	Ufa!	examine	item	Old boot
A decent-enough weapon gone rusty.	Uma arma decente, mas enferrujada.	examine	item	Rusty sword
This must have been shot at high speed.	Isso deve ter sido disparado em alta velocidade.	examine	item	Broken arrow
Not Dick Whittington's helper at all!	São botões.	examine	item	Buttons
I pity the poor person beaten with this!	Tenho pena da pobre pessoa que foi espancada com isso!	examine	item	Broken staff
Watch those feet!	Cuidado com os pés!	examine	item	Broken glass
The owner has passed the Earth Sciences level 1 exam.	O jogador foi aprovado no exame de Ciências da Terra nível 1.	examine	item	Level 1 certificate
