english	translation	category	sub_category	source
Lean	Encostar	manual	emote	
Glass Wall	Parede de vidro	manual	emote	
Idea	Ideia	manual	emote	
Stamp	Bater o pé	manual	emote	
Flap	Bater Asas	manual	emote	
Slap Head	Bater na cabeça	manual	emote	
Zombie Walk	Passo do zumbi	manual	emote	
Zombie Dance	Dança do zumbi	manual	emote	
Scared	Assustado	manual	emote	
Rabbit Hop	Pulo do coelhinho	manual	emote	
Skill Cape	Capa de Habilidade	manual	emote	
Zombie Hand	Mão de zumbi	manual	emote	
Air Guitar	Guitarra no ar	manual	emote	
Sit up	Abdominal	manual	emote	
Push up	Flexão	manual	emote	
Star jump	Polichinelo	manual	emote	
Jog	Correr	manual	emote	
Flex	Se exibir	manual	emote	
Hypermobile Drinker	Bebedor hiperflexível	manual	emote	
Uri transform	Tornar-se em Uri	manual	emote	
Smooth dance	Dança estilosa	manual	emote	
Crazy dance	Dança doida	manual	emote	
Premier Shield	Escudo Premier	manual	emote	
Explore	Explorar	manual	emote	
Relic unlock	Desbloqueio de Relíquia	manual	emote	
Party	Comemorar	manual	emote	
Trick	Enganar	manual	emote	
Fortis Salute	Saudação Varlamoriana	manual	emote	
Crab dance	Dança do Caranguejo	manual	emote	
Sit down	Sentar no chão	manual	emote	
Bald	Careca	manual	hair_beard	
Dreadlocks		manual	hair_beard	
Long	Comprido	manual	hair_beard	
Medium	Médio	manual	hair_beard	
Tonsure		manual	hair_beard	
Short	Curto	manual	hair_beard	
Cropped		manual	hair_beard	
Wild spikes		manual	hair_beard	
Spikes	Espinhos	manual	hair_beard	
Mohawk	Moicano	manual	hair_beard	
Wind braids		manual	hair_beard	
Quiff		manual	hair_beard	
Samurai	Samurai	manual	hair_beard	
Princely		manual	hair_beard	
Curtains		manual	hair_beard	
Long curtains		manual	hair_beard	
Front split		manual	hair_beard	
Tousled		manual	hair_beard	
Side wedge		manual	hair_beard	
Front wedge		manual	hair_beard	
Front spikes		manual	hair_beard	
Frohawk		manual	hair_beard	
Rear skirt		manual	hair_beard	
Queue		manual	hair_beard	
Bun		manual	hair_beard	
Pigtails		manual	hair_beard	
Earmuffs	Protetores de ouvido	manual	hair_beard	
Side pony		manual	hair_beard	
Curls		manual	hair_beard	
Ponytail	Rabo de cavalo	manual	hair_beard	
Braids		manual	hair_beard	
Bunches		manual	hair_beard	
Bob	Bob	manual	hair_beard	
Layered		manual	hair_beard	
Straight		manual	hair_beard	
Straight Braids		manual	hair_beard	
Two-back		manual	hair_beard	
Mullet		manual	hair_beard	
Undercut		manual	hair_beard	
Low Bun		manual	hair_beard	
Messy Bun		manual	hair_beard	
Pompadour		manual	hair_beard	
Afro		manual	hair_beard	
Short locs		manual	hair_beard	
Spiky Mohawk		manual	hair_beard	
Slicked Mohawk		manual	hair_beard	
Long Quiff		manual	hair_beard	
Short Choppy		manual	hair_beard	
Side Afro		manual	hair_beard	
Punk		manual	hair_beard	
Half-shaved		manual	hair_beard	
Fremennik	Fremennik	manual	hair_beard	
Elven		manual	hair_beard	
Medium Coils		manual	hair_beard	
High ponytail		manual	hair_beard	
Plaits		manual	hair_beard	
High Bunches		manual	hair_beard	
		manual	hair_beard	
Goatee		manual	hair_beard	
Handlebar		manual	hair_beard	
Moustache		manual	hair_beard	
Pointy		manual	hair_beard	
Split		manual	hair_beard	
Mutton		manual	hair_beard	
Full Mutton		manual	hair_beard	
Big Moustache		manual	hair_beard	
Waxed Moustache		manual	hair_beard	
Dali		manual	hair_beard	
Vizier		manual	hair_beard	
		manual	hair_beard	
Rimmington	Rimmington	manual	location	
Taverley	Taverley	manual	location	
Pollnivneach	Pollnivneach	manual	location	
Rellekka	Rellekka	manual	location	
Brimhaven	Brimhaven	manual	location	
Yanille	Yanille	manual	location	
Hosidius	Hosidius	manual	location	
Prifddinas	Prifddinas	manual	location	
Ardougne	Ardougne	manual	location	
Desert	Deserto	manual	location	
Falador	Falador	manual	location	
Fremennik	Fremennik	manual	location	
Kandarin	Kandarin	manual	location	
Karamja	Karamja	manual	location	
Lumbridge & Draynor	Lumbridge & Draynor	manual	location	
Morytania	Moritânia	manual	location	
Varrock	Varrock	manual	location	
Western Provinces	Províncias Ocidentais	manual	location	
Wilderness	Terra Selvagem	manual	location	
Kourend & Kebos	Kourend & Kebos	manual	location	
Shayzien	Shayzien	manual	location	
Arceuus	Arceuus	manual	location	
Lovakengj	Lovakengj	manual	location	
Piscarilius	Piscarilius	manual	location	
Al Kharid	Al-Kharid	manual	location	
Burgh de Rott	Rottemburgo	manual	location	
Burthorpe	Burthorpe	manual	location	
Canifis	Canifis	manual	location	
Kharidian Desert	Deserto Kharidiano	manual	location	
Dorgesh-Kaan	Dorgesh-Kaan	manual	location	
Draynor Village	Vila Draynor	manual	location	
Entrana	Entrana	manual	location	
Feldip Hills	Colinas de Feldip	manual	location	
Gnome Stronghold	Forte dos Gnomos	manual	location	
Goblin Village	Aldeia dos Duendes	manual	location	
Isafdar	Isafdar	manual	location	
Kebos Lowlands	Planícies de Kebos	manual	location	
Keldagrim	Keldagrim	manual	location	
Kingstown	Cidade Real	manual	location	
Lletya	Lletya	manual	location	
Lumbridge	Lumbridge	manual	location	
Lunar Isle	Ilha Lunar	manual	location	
Meiyerditch	Meiyerditch	manual	location	
Miscellania	Miscelânea	manual	location	
Mort'ton	Mort'ton	manual	location	
Mos Le'Harmless	Mos Ino'fensivo	manual	location	
Nardah	Nardah	manual	location	
Port Phasmatys	Porto Phasmatys	manual	location	
Port Piscarilius	Porto Piscarilius	manual	location	
Piscatoris	Piscatoris	manual	location	
Port Sarim	Porto Sarim	manual	location	
Seers' Village	Aldeia dos Videntes	manual	location	
Shilo Village	Missão em Shilo	manual	location	
Silvarea	Silvarea	manual	location	
Slepe	Slepe	manual	location	
Sophanem	Sophanem	manual	location	
Tai Bwo Wannai	Tai Bwo Wannai	manual	location	
Tree Gnome Village	Aldeia dos Gnomos Arborícolas	manual	location	
Troll Stronghold	Forte dos Trolls	manual	location	
Witchaven	Bruxedos	manual	location	
Civitas illa Fortis	Civitas illa Fortis	manual	location	
Avium Savannah	Savana Avium	manual	location	
Slayer Tower	Torre dos Exterminadores	manual	location	
Catacombs of Kourend	Catacumbas de Kourend	manual	location	
Stronghold Slayer Dungeon	Masmorra de Extermínio do Forte	manual	location	
Karuulm Slayer Dungeon	Masmorra de Extermínio Karuulm	manual	location	
Chasm of Fire	Abismo do Fogo	manual	location	
Brimhaven Dungeon	Masmorra de Brimhaven	manual	location	
Taverley Dungeon	Masmorra de Taverley	manual	location	
Witchaven Dungeon	Masmorra de Bruxedos	manual	location	
Waterfall Dungeon	Masmorra das Cataratas	manual	location	
God Wars Dungeon	Masmorra da Guerra dos Deuses	manual	location	
Kalphite Lair	Covil dos Kalphitas	manual	location	
task-only Kalphite Cave	task-only Caverna Kalphita	manual	location	
Kraken Cove	Covil do Kraken	manual	location	
Waterbirth Island	Ilha da Natividade	manual	location	
Lizardman Canyon	Cânion dos Lizardman	manual	location	
Lizardman Settlement	Acampamento dos Lizardman	manual	location	
Smoke Devil Dungeon	Masmorra do Demônio de Fumaça	manual	location	
Death Plateau	O Planalto da Morte	manual	location	
South of Mount Quidamortem	Sul do Monte Quidamortem	manual	location	
Fremennik Slayer Dungeon	Masmorra de Extermínio Fremennik	manual	location	
Myths' Guild Dungeon	Masmorra da Guilda Mítica	manual	location	
Mourner Tunnels	Rede de Túneis dos Lamentadores	manual	location	
Lithkren Vault	Cofre Lithkren	manual	location	
Ancient Cavern	Caverna Antiga	manual	location	
Stronghold of Security	Fortaleza da Segurança	manual	location	
Fossil Island	Ilha Fóssil	manual	location	
Asgarnian Ice Dungeon	Calabouço de Gelo de Asgarnia	manual	location	
Ogre Enclave	Enclave dos Ogros	manual	location	
Brine Rat Cavern	Caverna dos Ratos Aquáticos	manual	location	
Zanaris	Zanaris	manual	location	
In the Lighthouse	No Farol	manual	location	
Smoke Dungeon	Calabouço Fumacento	manual	location	
Evil Chicken's Lair	Lar da Galinha do Mau	manual	location	
The Abyss	O Abismo	manual	location	
Molch	Molch	manual	location	
Kebos Swamp	Pântano de Kebos	manual	location	
The Battlefront	O Campo de Batalha	manual	location	
Forthos Dungeon	Masmorra Forthos	manual	location	
Iorwerth Dungeon	Masmorra dos Iorwerth	manual	location	
Jormungand's Prison	Prisão de Jormungand	manual	location	
Darkmeyer	Darkmeyer	manual	location	
Meiyerditch Laboratories	Laboratórios de Meiyerditch	manual	location	
Isle of Souls	Ilha das Almas	manual	location	
Giants' Den	Covil dos Gigantes	manual	location	
Fremennik Isles	Ilhas Fremennik	manual	location	
Poison Waste Dungeon	Masmorra do Brejo Envenenado	manual	location	
Neypotzli	Neypotzli	manual	location	
The Teomat	Monastério de Teomat	manual	location	
Sunset Coast	Costa do Entardecer	manual	location	
Hunter Guild	Guilda de Caça	manual	location	
Cam Torum Entrance	Entrada para Cam Torum	manual	location	
Colossal Wyrm Remains	Restos de Protodragão Colossal	manual	location	
Outer Fortis	Outer Fortis	manual	location	
Fortis Colosseum	Fortis Colosseum	manual	location	
Ice Mountain	Montanha Glacial	manual	location	
Corsair Cove	Enseada dos Corsários	manual	location	
Shayzien Graveyard of Heroes	Cemitério dos Heróis de Shayzien	manual	location	
Southern coast of Hosidius	Costa Sul de Hosidius	manual	location	
Draynor Manor cellar	Porão da Mansão de Draynor	manual	location	
Wizards' Tower	Torre dos Magos	manual	location	
Ardougne Rat Pits	Poço de Ratos de Ardougne	manual	location	
The Kendal's cave	Caverna do Kendal	manual	location	
Ruins of Uzer	Ruínas de Uzer	manual	location	
Crabclaw Caves or Waterbirth Island Dungeon	Cavernas Garra do Caranguejo ou Ilha da Natividade	manual	location	
Chaos Altar	Altar do caos	manual	location	
Wyvern Cave on Fossil Island	Masmorra dos Dragões Alados, sob a Ilha Fóssil.	manual	location	
Trollweiss Mountain	Montanha Trollweiss	manual	location	
Death Altar	Altar da morte	manual	location	
Mos Le'Harmless Cave	Caverna de Mos'Inofensivo	manual	location	
Coronation ceremony during A Kingdom Divided.	Cerimônia de coroação durante Um Reino Dividido.	manual	location	
Fight with the Giant Roc during My Arm's Big Adventure.	Luta contra o Peda Gigante durante Meu Braço Em Uma Grande Aventura.	manual	location	
Scorpia's cave beneath the Scorpion Pit.	Na caverna de Scorpia, sob o campo de mineração dos Escorpiões, na Terra Selvagem.	manual	location	
Beneath Cursed Sands	Sob Areias Amaldiçoadas	manual	location	
Perilous Moons	Luas da Ruína	manual	location	
PvP Arena	Arena PvP	manual	location	
Castle Wars	Guerra das Cidadelas	manual	location	
Ferox Enclave	Enclave de Ferox	manual	location	
Warrior's Guild	Guilda dos Guerreiros	manual	location	
Champion's Guild	Guilda dos Campeões	manual	location	
Monestery	Monastério	manual	location	
Ranging Guild	Guilda dos Arqueiros	manual	location	
Grand Exchange	Mercado Geral	manual	location	
Falador Park	Parque de Falador	manual	location	
Dondakan's Rock	Rocha de Dondakan	manual	location	
Barbarian Outpost	Posto Avançado Bárbaro	manual	location	
Corporeal Beast	Fera Corpórea	manual	location	
Tears of Guthix	As Lágrimas de Guthix	manual	location	
Wintertodt Camp	Acampamento Wintertodt	manual	location	
Fishing Guild	Guilda dos Pescadores	manual	location	
Mining Guild	Guilda dos Mineradores	manual	location	
Crafting Guild	Guilda dos Artesãos	manual	location	
Cooking Guild	Guilda dos Cozinheiros	manual	location	
Woodcutting Guild	Guilda dos Lenhadores	manual	location	
Farming Guild	Guilda de Agricultura	manual	location	
Edgeville	Fronteiriça	manual	location	
Champion's Guild 		manual	location	
Vision	Visão	manual	music	
at the Wizards' Tower.	na Torre dos Magos.	manual	music	
Volcanic Vikings	Vikings no vulcão	manual	music	
on Neitiznot.	em Nénão.	manual	music	
Voodoo Cult	Macumba	manual	music	
during the Legends' Quest.	durante Missão das Lendas.	manual	music	
Voyage	Viagem	manual	music	
at Baxtorian Falls.	nas Cataratas de Baxtorian.	manual	music	
Waiting Game, The	Sentar e esperar	manual	music	
The Waiting Game	Sentar e esperar	manual	music	
in the Soul Wars lobby.	na sala de espera de Guerra das Almas.	manual	music	
Waking Dream	Sonho acordado	manual	music	
during the Lunar Diplomacy quest.	durante a missão Diplomacia Lunar.	manual	music	
Wally the Hero	Wally, o Herói	manual	music	
during the Demon Slayer quest.	durante a missão O Exterminador de Demônios.	manual	music	
Wander	Errante	manual	music	
in Draynor Village.	na Vila Draynor.	manual	music	
Warpath	Caminho da Guerra	manual	music	
during the Clan Wars minigame.	durante o minijogo Guerra dos Clãs.	manual	music	
Song of the Elves	O Canto dos Elfos	manual	music	
during the Song of the Elves quest.	durante a missão O Canto dos Elfos.	manual	music	
What Happens Below...	O Que Há Por Baixo...	manual	music	
in the Warrens.	nos esgotos do Porto Piscarilius.	manual	music	
Warrior	Guerreiro	manual	music	
during The Fremennik Trials quest.	durante a missão Desafios de Fremennik.	manual	music	
Warriors' Guild	Guilda dos Guerreiros	manual	music	
at the Warriors' Guild.	na Guilda dos Guerreiros.	manual	music	
Doors of Dinh, The	Nos Portões de Dinh	manual	music	
The Doors of Dinh	Nos Portões de Dinh	manual	music	
in the Northern Tundras.	nas Tundras ao Norte.	manual	music	
Waterfall	Queda d'água	manual	music	
at the Baxtorian Falls.	nas Cataratas de Baxtorian.	manual	music	
Waterlogged	Ensopado	manual	music	
in Mort Myre Swamp.	no Pantano de Mort Myre.	manual	music	
Way of the Enchanter	Caminho do feiticeiro	manual	music	
in the Lunar Isle mine.	na Mina da Ilha Lunar.	manual	music	
Way of the Wyrm	Força dos Protodragões	manual	music	
in the Karuulm Slayer Dungeon.	na Masmorra de Extermínio de Karuulm.	manual	music	
Wayward	Imprevisível	manual	music	
in the Jiggig dungeon.	nas cavernas de Jiggig.	manual	music	
We are the Fairies	As Fadas Somos Nós	manual	music	
during the Fairytale II - Cure a Queen quest.	durante a missão Conto de Fadas II - Uma Cura Para a Rainha	manual	music	
Lumbering	Trolls ao Norte	manual	music	
in Weiss.	em Weiss.	manual	music	
Well of Voyage	Poço da Passagem	manual	music	
during the Regicide quest.	durante a missão Regicidio.	manual	music	
Morytanian Mystery	Mistérios de Moritânia	manual	music	
during the Darkness of Hallowvale quest.	durante a missão As Trevas do Vale Sagrado.	manual	music	
Where Eagles Lair	Onde as águias fazem ninho	manual	music	
during the Eagles' Peak quest.	durante a missão Pico das Águias.	manual	music	
Wild Isle	Ilha selvagem	manual	music	
in the Wilderness.	na Terra Selvagem.	manual	music	
Wild Side	Lado obscuro da vida	manual	music	
Wilderness	Terra Selvagem	manual	music	
Revenants	Revenants	manual	music	
in the Revenant Caves.	nas cavernas dos Revenants.	manual	music	
Wildwood	Mata virgem	manual	music	
Winter Funfair	Fanfarra Invernal	manual	music	
during a Christmas event.	durante um evento de Natal.	manual	music	
Ice and Fire	Gelo e Fogo	manual	music	
while fighting the Wintertodt.	enquanto enfrenta Wintertodt.	manual	music	
Witching	Magia sombria	manual	music	
Woe of the Wyvern	Miséria do dragão	manual	music	
in the Asgarnian Ice Dungeon.	no Calabouço de Gelo de Asgarnia.	manual	music	
Wonder	Maravilha	manual	music	
Wonderous	Fabuloso	manual	music	
near the Legends' Guild.	perto da Guilda das Lendas	manual	music	
Woodland	Bosques de Iorwerth	manual	music	
at the Iorwerth Camp in Tirannwn.	no Acampamento Iorwerth em Tirannwn.	manual	music	
Walk in the Woods, A	Um Passeio no Bosque	manual	music	
A Walk in the Woods	Um Passeio no Bosque	manual	music	
in the Kourend Woodland.	Na área de floresta em Kourend.	manual	music	
Work, Work, Work	Trabalho, Trabalho, Trabalho	manual	music	
Work\t Work\t Work	Trabalho, Trabalho, Trabalho	manual	music	
during the Tower of Life quest.	durante a missão A Torre da Vida.	manual	music	
Workshop	Oficina	manual	music	
in Falador.	em Falador.	manual	music	
Wrath and Ruin	Ira e ruína	manual	music	
in Tolna's Rift.	na Fenda de Tolna.	manual	music	
Part Where You Die, The	A Parte em Que Você Morre	manual	music	
The Part Where You Die	A Parte em Que Você Morre	manual	music	
during the A Kingdom Divided quest.	durante a missão Um Reino Dividido.	manual	music	
Predator Xarpus	Predador Xarpus	manual	music	
in the Theatre of Blood.	no Teatro Sangrento.	manual	music	
Last King of the Yarasa	O Último Rei dos Yarasa	manual	music	
Xenophobe	Xenofobia	manual	music	
in the Waterbirth Island Dungeon.	no Calabouço da Ilha da Natividade.	manual	music	
Festive Party, A	Uma Festa Pra Valer	manual	music	
A Festive Party	Uma Festa Pra Valer	manual	music	
Yesteryear	Anos passados	manual	music	
in Lumbridge.	em Lumbridge	manual	music	
Spurned Demon, The	O Demônio Aprisionado	manual	music	
The Spurned Demon	O Demônio Aprisionado	manual	music	
while fighting Zalcano.	enquanto enfrenta Zalcano.	manual	music	
Zamorak Zoo	Zoológico de Zamorak	manual	music	
in the God Wars Dungeon.	na Masmorra da Guerra dos Deuses.	manual	music	
Zanik's Theme	Canção para Zanik	manual	music	
during the Land of the Goblins quest.	durante a missão A Terra dos Duendes.	manual	music	
Zaros Zeitgeist	Espírito de Zaros	manual	music	
Zealot	Fanático	manual	music	
at the Water Altar.	no Altar da Água.	manual	music	
Zogre Dance	Dança dos zogros	manual	music	
south of Castle Wars.	ao sul da Guerra das Cidadelas.	manual	music	
On Thin Ice	Sem saída	manual	music	
during the Dragon Slayer II quest.	durante a missão O Exterminador de Dragões II.	manual	music	
Zombiism	Zumbiismo	manual	music	
on Harmony Island.	na Ilha da Harmonia.	manual	music	
Old Ones, The	Os Ancestrais	manual	music	
The Old Ones	Os Ancestrais	manual	music	
during The Garden of Death quest.	durante a missão Jardim da Morte.	manual	music	
Secrets of the North	Mistérios ao Norte	manual	music	
during the Secrets of the North quest.	durante a missão Os Segredos ao Norte.	manual	music	
In the Shadows	Nas Sombras	manual	music	
More Than Meets the Eye	Mais do Que o Olho Vê	manual	music	
Vault, The	O Cofre	manual	music	
The Vault	O Cofre	manual	music	
during the Desert Treasure II - The Fallen Empire quest.	durante Tesouro do Deserto II - A Queda do Império.	manual	music	
Fallen Empire, The	Aqui Jaz um Império	manual	music	
The Fallen Empire	Aqui Jaz um Império	manual	music	
Prison Break	Fuga da Prisão	manual	music	
Scar Tissue	Cicatrizes	manual	music	
Worthy Foe, A	Um Inimigo a Altura	manual	music	
A Worthy Foe	Um Inimigo a Altura	manual	music	
Colossus of the Deep	Colosso das Profundezas	manual	music	
Eye See You	O Olho Te Vê	manual	music	
Blood Rush	Sangue Quente	manual	music	
Song of the Silent Choir	O Som do Silêncio	manual	music	
Unturned Stones	Câmaras do Golem	manual	music	
Master of Puppets	Mestre das Mentes	manual	music	
His Faithful Servants	Seus Servos Leais	manual	music	
Tick Tock	Tic Tac	manual	music	
Strangled	Infecção	manual	music	
Bolrie's Diary	Diário de bolrie	manual	music	
during The Path of Glouphrie quest.	durante a missão Trilhas de Glouphrie.	manual	music	
Healin' Feelin'	Cura espiritual	manual	music	
Longramble Scramble, The	A corrida de longramble	manual	music	
The Longramble Scramble	A corrida de longramble	manual	music	
Storeroom Shuffle	Organização arriscada	manual	music	
Terrorbird Tussle	Vôo do pássaro terrível	manual	music	
Waste Defaced	Brejo desfigurado	manual	music	
Dot's Yuletide	Clima Natalino	manual	music	
Children of the Sun	Filhos do Sol	manual	music	
during the Children of the Sun quest.	durante a missão Os Filhos do Sol.	manual	music	
Plots and Plans	Planos e Planos	manual	music	
Burning Sun, The	Calor Divino	manual	music	
The Burning Sun	Calor Divino	manual	music	
Undead Army	Exército morto-vivo	manual	music	
during the Defender of Varrock quest.	durante a missão O Defensor de Varrock.	manual	music	
Dream Theatre, The	Teatro dos Sonhos	manual	music	
The Dream Theatre	Teatro dos Sonhos	manual	music	
Zombie Invasion	Invasão zumbi	manual	music	
City of Sun, The	A Cidade do Sol	manual	music	
The City of Sun	A Cidade do Sol	manual	music	
in Civitas illa Fortis.	em Civitas illa Fortis.	manual	music	
Undying Light, The	Luz Ressurgente	manual	music	
The Undying Light	Luz Ressurgente	manual	music	
in the Avium Savannah.	na Savana de Avium.	manual	music	
Guidance of Ralos, The	Aos passos de Ralos	manual	music	
The Guidance of Ralos	Aos passos de Ralos	manual	music	
on Ralos' Rise.	nas Montanhas Nevadas de Ralos.	manual	music	
Under the Mountain	Protegidos pela Montanha	manual	music	
in Cam Torum.	em Cam Torum.	manual	music	
Ready for the Hunt	Pronto para a Caça	manual	music	
in the Hunter Guild.	na Guilda de Caça.	manual	music	
Are You Not Entertained?	Você ainda não está entretido?	manual	music	
in the Fortis Colosseum.	no Fortis Colosseum.	manual	music	
Moons of Ruin, The	As Luas da Ruína	manual	music	
The Moons of Ruin	As Luas da Ruína	manual	music	
during the Perilous Moons quest.	durante a missão As Luas da Ruína.	manual	music	
Lost to Time	Perdido no Tempo	manual	music	
Sunny Side Up	Alegria do Chocolate	manual	music	
during the Easter  Holiday Event.	durante o evento de Páscoa.	manual	music	
Wilderness 		manual	music	
Animal Magnetism		manual	quest	
Learn how to equip Ava's ranged devices.	Aprenda como equipar os dispositivos de Arqueiro, de Ava.	manual	quest	
Another Slice of H.A.M.		manual	quest	
Learn how to use the Goblin Village teleport spheres.	Aprenda como usar as esferas de teleporte de Oldak.	manual	quest	
Ascent of Arceuus, The		manual	quest	
The Ascent of Arceuus		manual	quest	
Gain the Arceuus Memoirs teleport.	Receba as memórias de Arceuus, teleporte útil.	manual	quest	
Alfred Grimhand's Barcrawl		manual	quest	
Embark on a Barbarian rite of passage.	Embarque em um rito de passagem bárbaro.	manual	quest	
Bear Your Soul		manual	quest	
Gain the Soul Bearer.	Ganhe o Portador de Almas.	manual	quest	
Below Ice Mountain		manual	quest	
Gain access to the Ruins of Camdozaal.	Ganhe acesso às Ruínas de Camdozaal.	manual	quest	
Between a Rock...		manual	quest	
Gain access to the Arzinian Gold Mine.	Ganhe acesso à mina Arziniana.	manual	quest	
Big Chompy Bird Hunting		manual	quest	
Learn how to hunt Chompy Birds.	Aprenda como caçar pássaros bicudos.	manual	quest	
Biohazard		manual	quest	
Unlock the West Ardougne teleport spell.	Aprenda o feitiço de teleporte para Ardougne Ocidental.	manual	quest	
Black Knights' Fortress		manual	quest	
Assist the White Knights with their investigation.	Ajude os Cavaleiros Brancos com a investigação.	manual	quest	
Bone Voyage		manual	quest	
Gain access to Fossil Island.	Ganhe acesso à Ilha Fóssil.	manual	quest	
Cabin Fever		manual	quest	
Gain access to Mos'LeHarmless.	Ganhe acesso a Mos'Inofensivo.	manual	quest	
Client of Kourend		manual	quest	
Gain Kharedst's Memoirs.	Obtenha acesso às Memórias de Kharedst.	manual	quest	
Clock Tower		manual	quest	
Help Brother Kojo repair the Clock Tower.	Ajude o Irmão Kojo a consertar o grande relógio ao sul de Ardougne.	manual	quest	
Cold War		manual	quest	
Gain access to the Penguin Agility Course.	Ganhe acesso ao Circuito de Agilidade dos Pinguins.	manual	quest	
Contact!		manual	quest	
Gain the Keris dagger.	Obtenha a adaga de Keris.	manual	quest	
Cook's Assistant		manual	quest	
Help the Lumbridge Castle Cook out of his baking bind.	Ajude o Cozinheiro do castelo de Lumbridge em apuros.	manual	quest	
Corsair Curse, The		manual	quest	
The Corsair Curse		manual	quest	
Gain access to the Corsair Cove Bank.	Ganhe acesso ao banco na Enseada do Corsário.	manual	quest	
Creature of Fenkenstrain		manual	quest	
Gain a Ring of Charos.	Ganhe um Anel de Charos.	manual	quest	
Curse of the Empty Lord		manual	quest	
Gain a set of Ghostly Robes.	Ganhe um conjunto de túnicas fantasmagóricas.	manual	quest	
Daddy's Home		manual	quest	
Learn about the Construction skill.	Aprenda sobre a habilidade de Construção.	manual	quest	
Darkness of Hallowvale		manual	quest	
Learn the reverse Temple Trekking routes.	Aprenda uma rota alternativa em Temple Trekking.	manual	quest	
Death Plateau		manual	quest	
Gain a set of Climbing Boots.	Ganhe um par de botas de escalada.	manual	quest	
Death to the Dorgeshuun		manual	quest	
Gain access to the H.A.M Store Room.	Ganhe acesso ao armazém do H.C.M	manual	quest	
Demon Slayer		manual	quest	
Face your destiny in Varrock.	Enfrente seu destino em Varrock.	manual	quest	
Depths of Despair, The		manual	quest	
The Depths of Despair		manual	quest	
Gain the Hosidius Memoirs teleport.	Ganhe o teleporte memórias de Hosidius.	manual	quest	
Desert Treasure I		manual	quest	
Learn how to use the Ancient Magicks.	Aprenda um livro de feitiços Antigo.	manual	quest	
Devious Minds		manual	quest	
Dig Site, The		manual	quest	
The Dig Site		manual	quest	
Learn how to clean specimens in Varrock Museum.	Aprenda como limpar amostras cuidadosamente no Museu de Varrock.	manual	quest	
Doric's Quest		manual	quest	
Gain early game Mining XP.	Ganhe XP Mineração no início de suas aventuras.	manual	quest	
Dragon Slayer I		manual	quest	
Learn how to equip Rune and Dragon Platebodies.	Obtenha a capacidade de equipar cotas de placa Rúnicas.	manual	quest	
Dragon Slayer II		manual	quest	
Gain great XP and access to the Myth's Guild.	Ganhe muito XP e desbloqueia a Guilda Mítica.	manual	quest	
Dream Mentor		manual	quest	
Learn how to cast more Lunar spells.	Aprenda como lançar feitiços do povo Lunar.	manual	quest	
Druidic Ritual		manual	quest	
Unlock the Herblore skill.	Desbloqueie a habilidade de Herbologia.	manual	quest	
Dwarf Cannon		manual	quest	
Learn how to use a Dwarf Multicannons.	Aprenda a usar um multicanhão dos anões em combate.	manual	quest	
Eadgar's Ruse		manual	quest	
Learn how to grow and steal Goutweed.	Aprenda como cultivar e furtar gotadeiras.	manual	quest	
Eagles' Peak		manual	quest	
Gain access to the Eagle transportation and Box Traps.	Ganhe o método de transporte das águias e aprenda a usar caixas armadilha.	manual	quest	
