english	translation	category	sub_category	source
You can now use the Motherlode Mine dark tunnel shortcut.	Agora você pode usar o atalho do túnel escuro da mina Motherlode.	lvl_up_msg	Agility	Agility level up messages
You can now use the stepping stone by Miscellania docks.	Agora você pode usar a pedra de apoio nas docas de Miscelânea.	lvl_up_msg	Agility	Agility level up messages
You can now use the rock climb in the  Temple of the Eye.	Agora você pode usar a escalada no Templo do Olho.	lvl_up_msg	Agility	Agility level up messages
You can now jump over the eastern Rellekka fence.	Agora você pode pular a cerca leste de Rellekka.	lvl_up_msg	Agility	Agility level up messages
You can now use the Elven Overpass easy cliffside scramble Agility shortcut.	Agora você pode usar o atalho fácil da passagem elevada élfica.	lvl_up_msg	Agility	Agility level up messages
You can now use the Werewolf and Seers' Village courses, jump the pillars in the Wintertodt's prison, access the God Wars Dungeon via the Agility route, jump the estuary across Mos Le'Harmless and the	Agora você pode treinar no circuito de Canifis e Aldeia dos Videntes, pular os pilares na prisão de Wintertodt, acessar a Masmorra das Guerras dos Deuses pela rota de agilidade, pular o estuário em Mos Ino'fensivo e o	lvl_up_msg	Agility	Agility level up messages
You can now use the Slayer tower medium spiked chain climb Agility shortcut.	Agora você pode usar o atalho da escalada com corrente com espinhos da Torre dos Exterminadores.	lvl_up_msg	Agility	Agility level up messages
You can now enter Floor 2 of the Hallowed Sepulchre, use the Slayer Dungeon narrow crevice shortcut, the stepping stones in the Necropolis and the upper cliffside climb by Mount Karuulm.	Agora você pode entrar no 2º andar do Sepulcro Sagrado, usar o atalho da fenda estreita da Masmorra do Caçador, as pedras na Necrópole e a escalada na parte superior do penhasco pelo Monte Karuulm.	lvl_up_msg	Agility	Agility level up messages
You can now use the Taverley dungeon lesser demon fence Agility shortcut and the Darkmeyer wall shortcut.	Agora você pode usar o atalho da cerca do demônio inferior da masmorra de Taverley, e o atalho da parede de Darkmeyer.	lvl_up_msg	Agility	Agility level up messages
You can now use the Trollheim Wilderness Agility shortcut and the Rope to the Fossil Island Volcano.	Agora você pode usar o atalho a oeste da Terra Selvagem, para Trollheim, e a corda para o vulcão da Ilha Fóssil.	lvl_up_msg	Agility	Agility level up messages
You can now use the Temple on the Salve to Morytania and easy Revenant cave Agility shortcuts.	Agora você pode atravessar a grade torta ao lado do templo Paterdomus para rápido acesso à Moritânia, e usar os atalhos fáceis nas cavernas dos Revenants.	lvl_up_msg	Agility	Agility level up messages
You can now use the Cosmic Temple advanced narrow walkway Agility shortcut and jump the stepping stone from Lumbridge to the Desert.	Agora você pode usar o atalho avançado da passarela estreita do Templo Cósmico, e pular na ponte de pedras ao sul de Lumbridge, rumo ao deserto.	lvl_up_msg	Agility	Agility level up messages
You can now use the Elven Overpass medium cliffside scramble and the Ice Mountain western scramble Agility shortcuts.	Agora você pode escalar o desfiladeiro médio na passagem de Arandar e o desfiladeiro a oeste do Pico Glacial.	lvl_up_msg	Agility	Agility level up messages
You can now use the northern scramble at the Arceuus essence mine.	Agora você pode usar o atalho de escalada norte na mina de essência de Arceuus.	lvl_up_msg	Agility	Agility level up messages
You can now use the Dorgeshuun and Pollnivneach Courses, use the Taverley Dungeon dragon and Fossil Island hardwood shortcuts, access the Saradomin God Wars Dungeon area and equip Rings of Endurance	Agora você pode treinar no circuico Dorgeshuun e Pollnivneach, usar os atalhos do cano para os dragões na masmorra de Taverley, e o atalho do canteiro de árvores hardwood na Ilha Fóssil, acessar a área Saradominiana na Guerra dos Deuses, e equipar Anéis da Resistência.	lvl_up_msg	Agility	Agility level up messages
You can now use the Slayer tower advanced spiked chain climb Agility shortcut and the Gu'Tanoth wall climb if you have completed the Watchtower quest.	Agora você pode usar o atalho da torre Slayer com corrente com pontas avançada e a escalada da parede Gu'Tanoth se tiver concluído a missão Watchtower.	lvl_up_msg	Agility	Agility level up messages
You can now enter Floor 3 of the Hallowed Sepulchre, and use the Stronghold Slayer Cave narrow tunnel and Asgarnian Ice Dungeon wyvern tunnel.	Agora você pode entrar no 3º andar do Sepulcro Sagrado e usar o túnel estreito da Stronghold Slayer Cave e o túnel wyvern da Asgarnian Ice Dungeon.	lvl_up_msg	Agility	Agility level up messages
You can now use the Troll Stronghold wall-climb and the western descent at the Arceuus essence mine.	Agora você pode usar a escalada da parede da Troll Stronghold e a descida oeste na mina de essência Arceuus.	lvl_up_msg	Agility	Agility level up messages
You can now use the Lava Dragon Isle lava jump and the Meiyerditch Laboratory tunnels.	Agora você pode usar o salto de lava da Ilha do Dragão de Lava e os túneis do Laboratório Meiyerditch.	lvl_up_msg	Agility	Agility level up messages
You can now use the Prifddinas Agility Course, the medium Revenant Cave shortcuts and the Forthos Dungeon shortcut.	Agora você pode usar o Percurso de Prifddinas, os atalhos médios da Caverna dos Revenants e o atalho da Masmorra de Forthos.	lvl_up_msg	Agility	Agility level up messages
You can now use the island crossing near Zul-Andra.	Agora você pode usar a travessia da ilha perto de Zul-Andra.	lvl_up_msg	Agility	Agility level up messages
You can now use the Shilo Village river crossing.	Agora você pode usar a travessia do rio da Vila Shilo.	lvl_up_msg	Agility	Agility level up messages
You can now use the Iorwerth Dungeon northern shortcut.	Agora você pode usar o atalho norte da Masmorra de Iorwerth.	lvl_up_msg	Agility	Agility level up messages
You can now use the Kharazi Jungle vine climb.	Agora você pode usar a escalada de cipós da Selva Kharazi.	lvl_up_msg	Agility	Agility level up messages
You can now use the Rellekka course and the Taverley Dungeon spiked blades jump Agility shortcut.	Agora você pode usar o percurso Rellekka e o atalho do salto das lâminas pontiagudas da Masmorra de Taverley.	lvl_up_msg	Agility	Agility level up messages
You can now use the Slayer Dungeon spiked blades jump Agility shortcut.	Agora você pode usar o atalho do salto das lâminas pontiagudas da Masmorra Slayer.	lvl_up_msg	Agility	Agility level up messages
You can now enter Floor 4 of the Hallowed Sepulchre and use the Lava Maze stepping stone shortcut.	Agora você pode entrar no 4º andar do Sepulcro Sagrado e usar o atalho das pedras do Labirinto de Lava.	lvl_up_msg	Agility	Agility level up messages
You can now use the Brimhaven Dungeon eastern stepping stones shortcut.	Agora você pode usar o atalho das pedras do leste da Masmorra de Brimhaven.	lvl_up_msg	Agility	Agility level up messages
You can now use the Iorwerth Dungeon southern shortcut.	Agora você pode usar o atalho sul da Masmorra de Iorwerth.	lvl_up_msg	Agility	Agility level up messages
You can now use the Elven Overpass advanced cliffside scramble.	Agora você pode escalar o desfiladeiro avançado na passagem de Arandar.	lvl_up_msg	Agility	Agility level up messages
You can now use the Kalphite Lair crevice.	Agora você pode usar a fenda no Covil Kalphita.	lvl_up_msg	Agility	Agility level up messages
You can now use the Brimhaven Dungeon vine climb.	Agora você pode usar o atalho das vinhas na Masmorra de Brimhaven.	lvl_up_msg	Agility	Agility level up messages
You can now use the Karuulm dungeon pipe shortcut.	Agora você pode usar o atalho de tubulação na Masmorra de Karuulm.	lvl_up_msg	Agility	Agility level up messages
You can now use the hard Revenant cave shortcuts.	Agora você pode usar os atalhos difíceis nas cavernas Revenants.	lvl_up_msg	Agility	Agility level up messages
You can now use the Ardougne course.	Agora você pode treinar no circuito dos telhados de Ardougne.	lvl_up_msg	Agility	Agility level up messages
You can now use the Viyeldi Caves cliff shortcut.	Agora você pode usar o atalho de desfiladeiro nas Cavernas Viyeldi.	lvl_up_msg	Agility	Agility level up messages
You can now enter Floor 5 of the Hallowed Sepulchre.	Agora você pode entrar no 5° andar do Sepulcro Sagrado.	lvl_up_msg	Agility	Agility level up messages
You can now use the advanced shortcut to the Meiyerditch Laboratories (with 78 mining).	Agora você pode usar o atalho avançado para os Laboratórios Meiyerdith (com 78 Mineração).	lvl_up_msg	Agility	Agility level up messages
You can now wield Steel Weaponry!	Agora você pode empunhar Armas de Aço!	lvl_up_msg	Attack	Attack level up messages
You can now wield Black Weaponry and members can wield White Weaponry!	Agora você pode empunhar Armas Negras, e os membros podem empunhar Armas Brancas!	lvl_up_msg	Attack	Attack level up messages
You can now wield Mithril Weaponry!	Agora você pode empunhar Armas de Mithril!	lvl_up_msg	Attack	Attack level up messages
You can now wield Adamant Weaponry and members can wield Swamp Lizards and Bryophyta's Staff!	Agora você pode empunhar Armas de Adamantio e os membros podem empunhar Lagartos do Pântano e o Cajado de Bryophyta.	lvl_up_msg	Attack	Attack level up messages
You can now wield Rune Weaponry and Barronite maces. Members can wield Brine Sabres and Ivandis Flails!	Agora você pode empunhar Armas de Runita e a Maça de Barronita. Os membros podem empunhar Sabres Aquáticos e Manguais de Ivandis!	lvl_up_msg	Attack	Attack level up messages
Members can now wield Void Knight equipment!	Os membros agora podem empunhar equipamentos de Cavaleiro do Vácuo!	lvl_up_msg	Attack	Attack level up messages
Members can now wield Granite weapons, Blisterwood weapons, Keris daggers and the Ancient Sceptre!	Os membros agora podem empunhar Armas de granito, Armas de Inflamadeira, adagas Keris e o Cetro Antigo!	lvl_up_msg	Attack	Attack level up messages
Members can now wield Dragon Weaponry, Viggora's Chainmace, The Colossal Blade, Red Salamanders and the Keris Partisan!	Os membros agora podem empunhar Armas Dragônicas, o Porrete de Viggora, a Lâmina Colossal, Salamandras Vermelhas e a Partasana Keris!	lvl_up_msg	Attack	Attack level up messages
You can now wield the 3rd age longsword, 3rd Age Druidic staff (with 65 prayer), the Sarachnis Cudgel and Keris partisans!	Agora você pode empunhar a espada longa da 3ª era, o cajado druídico da 3ª era (com 65 de oração), o bastão Sarachnis e as Partasana Keris!	lvl_up_msg	Attack	Attack level up messages
Members can now wield the Saradomin Sword, the Abyssal Whip & Dagger, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!	Os membros agora podem empunhar a Espada de Saradomin, o Chicote e a Adaga Abissais, a lança de Zamorak, o Porrete de Ursina, Equipamentos de Cristal e Armas das Catacumbas!	lvl_up_msg	Attack	Attack level up messages
Members can now wield Black Salamanders, the Saradomin Sword, the Abyssal Whip & Dagger, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!	Os membros agora podem empunhar Salamandras Negras, a Espada de Saradomin, o Chicote e a Adaga Abissais, a Lança Zamorak, a Porrete de Ursina, Equipamentos de Cristal e Armas das Catacumbas!	lvl_up_msg	Attack	Attack level up messages
Members can now wield the Saradomin Sword, the Abyssal Whip, Dagger & Bludgeon, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!	Os membros agora podem empunhar a Espada de Saradomin, o Chicote, a Adaga e o Porrete Abissais, a Lança Zamorak, a Porrete de Ursina, Equipamentos de Cristal e Armas das Catacumbas!	lvl_up_msg	Attack	Attack level up messages
Members can now wield Black Salamanders, the Saradomin Sword, the Abyssal Whip, Dagger & Bludgeon, the Zamorak Spear, the Ursine Chainmace, Crystal Equipment and Barrows weaponry!	Os membros agora podem empunhar Salamandras Negras, a Espada de Saradomin, o Chicote Abissal, a Adaga e o Bastão, a Lança de Zamorak, o Porrete de Ursina, Equipamentos de Cristal e Armas de Barrows!	lvl_up_msg	Attack	Attack level up messages
Members can now wield Godswords, the Blessed Saradomin Sword, Abyssal Tentacle, Staff of the Dead, Staff of Light, Staff of Balance, Dinh's Bulwark, Arclight, Vesta's blighted longsword and the Voidwaker!	Os membros agora podem empunhar as Espadas Divinas, a Espada Abençoada de Saradomin, o Tentáculo Abissal, o Cajado dos Mortos, o Cajado da Luz, o Cajado do Equilíbrio, o Baluarte de Dinh, a Clarão Ancestral, a Espada Longa Amaldiçoada de Vesta e o Voidwaker!	lvl_up_msg	Attack	Attack level up messages
Members can now wield the Dragon Hunter Lance!	Os membros agora podem empunhar a Lança do Caçador de Dragões!	lvl_up_msg	Attack	Attack level up messages
Members can now wield the Scythe of Vitur, the Ghrazi Rapier, the Inquisitor's Mace, the Blade of Saeldor and the upgraded Keris Partisan!	Os membros agora podem empunhar a Foice de Vitur, o Rapier Ghrazi, o Porrete de Inquisidor, a Lâmina de Saeldor e a Partasana Keris aprimorada!	lvl_up_msg	Attack	Attack level up messages
Members can now wield Osmumten's Fang!	Os membros agora podem empunhar a Presa de Osmumten!	lvl_up_msg	Attack	Attack level up messages
You can now build: Torn curtains Brown rug	Agora você pode construir: Cortinas rasgadas, Tapete marrom	lvl_up_msg	Construction	Construction level up messages
You can now build: Clay fireplace	Agora você pode construir: Lareira de argila	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden bookcase	Agora você pode construir: Estante de madeira	lvl_up_msg	Construction	Construction level up messages
You can now build: Firepit, Tree, Decorative Rock, Cat blanket	Agora você pode construir: Fosso de fogo, Árvore, Pedra decorativa, Cobertor de gato	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden shelves 1 Mid-level plants	Agora você pode construir: Prateleiras de madeira 1, Plantas para nível médio	lvl_up_msg	Construction	Construction level up messages
You can now build: Pump and drain Beer barrel	Agora você pode construir: Bomba e ralo, Barril de cerveja	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden chair	Agora você pode construir: Cadeira de madeira	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden larder	Agora você pode construir: Despensa de madeira	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden dining bench, Wooden dining table, Nice tree, Pond	Agora você pode construir: Banco de madeira, Mesa de madeira, Bonita árvore, Lago	lvl_up_msg	Construction	Construction level up messages
You can now build: Firepit with hook	Agora você pode construir: Fosso de fogo com gancho	lvl_up_msg	Construction	Construction level up messages
Cider barrel, High-level plants, STASH units (beginner)	Barril de cidra, Plantas para nível alto, Esconderijos (iniciante)	lvl_up_msg	Construction	Construction level up messages
You can now build: Rug	Agora você pode construir: Tapete	lvl_up_msg	Construction	Construction level up messages
You can now build: Rocking chair	Agora você pode construir: Cadeira de balanço	lvl_up_msg	Construction	Construction level up messages
Oak tree, Imp Statue	Carvalho, Estátua de diabinho	lvl_up_msg	Construction	Construction level up messages
You can now build: Crafting table 1 Pluming stand Oak wall decoration	Agora você pode construir: Mesa de artesanato 1, Bancada para emplumar, Decoração de carvalho	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden workbench Firepit with pot	Agora você pode construir: Bancada de madeira, Fosso de fogo com panela	lvl_up_msg	Construction	Construction level up messages
You can now build: Asgarnian Ale barrel Curtains	Agora você pode construir: Barril de Cerveja de Asgarnia, Cortinas	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak chair Cat basket	Agora você pode construir: Cadeira de carvalho, Cesto de gato	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden bed Shoe box	Agora você pode construir: Cama de madeira, Caixa de sapatos	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden shaving stand	Agora você pode construir: Bancada para barbear	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak dining bench Oak dining table	Agora você pode construir: Banco de carvalho, Mesa de jantar de carvalho	lvl_up_msg	Construction	Construction level up messages
You can now build: Wooden shelves 3	Agora você pode construir: Prateleiras de madeira 3	lvl_up_msg	Construction	Construction level up messages
You can now build: Small oven	Agora você pode construir: Pequeno forno	lvl_up_msg	Construction	Construction level up messages
You can now build: Crafting table 2 Tool store 2 Oak clock	Agora você pode construir: Mesa de artesanato 2, Depósito de ferramentas 2, Relógio de carvalho	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak armchair Greenman's Ale barrel Rope bell-pull	Agora você pode construir: Poltrona de carvalho, Barril de Chop do Homenzinho Verde, Sino de corda	lvl_up_msg	Construction	Construction level up messages
You can now build: Pump and tub, Oak chest of drawers, STASH units (easy), Oak staircase, Trophy pedestal	Agora você pode construir: Bomba e banheira, Gavetas de carvalho Esconderijos (fácil), Escada de carvalho, Pedestal para troféus	lvl_up_msg	Construction	Construction level up messages
You can now build: Trailblazer rug Rug Suit of armour	Agora você pode construir: Tapete Trailblazer, Tapete, Conjunto de armadura	lvl_up_msg	Construction	Construction level up messages
You can now build: Large oven Oak bookcase Oak shaving stand	Agora você pode construir: Forno grande, Estante de carvalho, Bancada de carvalho	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak bed, Hoop-and-stick game, Willow tree, Small storage unit, Banner Stand	Agora você pode construir: Cama de carvalho, Jogo da argola, Salgueiro, Baú de armazenagem pequeno, Suporte para bandeira	lvl_up_msg	Construction	Construction level up messages
You can now build: Carved oak dining bench Carved oak dining table	Agora você pode construir: Banco de carvalho entalhado, Mesa de carvalho entalhada	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak kitchen table, Oak workbench, Boxing ring, Trailblazer globe, League statue	Agora você pode construir: Mesa de cozinha de carvalho, Bancada de carvalho, Ringue de boxe, Globo Trailblazer, Estátua da League	lvl_up_msg	Construction	Construction level up messages
You can now build: Stone fireplace Oak larder Cushioned cat basket	Agora você pode construir: Lareira de pedra, Despensa de carvalho, Cesto acolchoado	lvl_up_msg	Construction	Construction level up messages
Oak prize chest, Boxing glove rack, Oak outfit stand	Arca-prêmio de carvalho, Cavalete de luvas, Suporte para roupas de carvalho	lvl_up_msg	Construction	Construction level up messages
Fire of Nourishment, Fire of Eternal Light, Small portrait	Fogo da nutrição, Fogo da luz eterna, Pequeno retrato	lvl_up_msg	Construction	Construction level up messages
You can now build: Dragon bitter barrel, Oak Trophy Case, Teak wall decoration, Mounted Bass	Agora você pode construir: Barril de Sumo do dragão, Vitrine de troféus de carvalho, Decoração de teca, Garoupa montada	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak dresser, Lesser magical balance, Teak bell-pull, Grassland pet habitat, Oak pet feeder, Oak pet house	Agora você pode construir: Cômoda de carvalho, Equilíbrio mágico 1, Sino, Habitat de pastagem, Comedouro de carvalho, Casinha de carvalho	lvl_up_msg	Construction	Construction level up messages
You can now build: Teak dining bench, Teak dining table, Small map, Minor slayer monster head, Pet list	Agora você pode construir: Banco de jantar de teca, Mesa de teca, Mapa pequeno, Cabeça menor de extermínio, Lista de animais de estimação	lvl_up_msg	Construction	Construction level up messages
You can now build: Oak wardrobe (bedroom), Clay attack stone, Jester game, Oak pet scratching post	Agora você pode construir: Guarda-roupa de carvalho, Pedra de ataque de argila, Bufão, Poste para arranhar de carvalho	lvl_up_msg	Construction	Construction level up messages
You can now build: Teak bed, Mahogany bookcase, S.T.A.S.H chart, Opulent curtains, Oak lectern, Tip jar	Agora você pode construir: Cama de teca, Estante de mogno, Quadro de esconderijos, Cortinas luxuosas, Suporte de carvalho, Potinho de gorjeta	lvl_up_msg	Construction	Construction level up messages
You can now build: Shield easel, Globe, Fencing ring, Rune display case	Agora você pode construir: Cavalete de escudo, Globo, Ringue de esgrima, Mostruário de runas	lvl_up_msg	Construction	Construction level up messages
Fancy range, STASH units (medium), Crystal ball, Mounted sword, Oak wardrobe (costume room)	Fogão ornamentado, Esconderijos (médio), Bola de cristal, Espada montada, Guarda-roupa de carvalho	lvl_up_msg	Construction	Construction level up messages
You can now build: Teak larder Alchemical chart	Agora você pode construir: Despensa de teca, Gráfico de alquimia	lvl_up_msg	Construction	Construction level up messages
Oak Telescope, Teak prize chest, Weapons rack, Small landscape, Oak fancy dress box	Telescópio de carvalho, Arca-prêmio de teca, Cavalete de armas, Pequena paisagem, Caixa de fantasia carvalho	lvl_up_msg	Construction	Construction level up messages
Maple tree, Icon of Gnome Child, Steel torches (chapel), Oak altar	Bordo, Ícone de criança gnomo, Tochas de aço, Altar de carvalho	lvl_up_msg	Construction	Construction level up messages
You can now build: Steel framed workbench Teak dresser Oak armour case	Agora você pode construir: Bancada c/moldura de aço, Cômoda de teca, Caixa de armadura carvalho	lvl_up_msg	Construction	Construction level up messages
You can now build: Gold Sink, Sink, Oak demon lectern, Oak eagle lectern, Mythical cape, Cape of Legends, Amulet of Glory, Anti- Dragon Shield, Forest pet habitat	Agora você pode construir: Pia de ouro, Pia, Suporte de demônio, Suporte de águia, Capa mítica, Capa das lendas, Amuleto da glória, Escudo antidragão, Habitat florestal	lvl_up_msg	Construction	Construction level up messages
You can now build: Chef's Delight barrel, Combat dummy, Teak staircase, Symbol of Zamorak, Symbol of Guthix, Saradomin symbol, League Accomplishments Scroll, Oak treasure	Agora você pode construir: Delícia do chefe, Boneco de combate, Escada de teca, Símbolo de Zamorak, Símbolo de Guthix, Símbolo de Saradomin, Pergaminho de conquistas da League, Baú de tesouro de carvalho	lvl_up_msg	Construction	Construction level up messages
You can now build: Treasure hunt fairy house, Shuttered chapel window, Small chapel statue, Chapel windchimes, Wooden torches (chapel), Teak pet scratching post	Agora você pode construir: Caça ao tesouro, Janela com venezianas, Estátuas pequenas, Sinos de vento, Tochas de madeira, Poste para arranhar de teca	lvl_up_msg	Construction	Construction level up messages
