english	translation	category	sub_category	source
<colNum0>Trade:</col> Show all	<colNum0>Troca:</col> Mostrar tudo	actions	menu	
Report game bug	Relatar bug do jogo	actions	menu	
Report abuse	Denunciar abuso	actions	menu	
Combat Options	Opções de Combate	actions	menu	
Skills	Habilidades	actions	menu	
Achievement Diaries	Diários de Conquistas	actions	menu	
Inventory	Mochila	actions	menu	
Worn Equipment	Equipamento Vestido	actions	menu	
Enable prayer reordering	Habilitar reordenamento de orações	actions	menu	
Disable prayer filtering	Desabilitar reordenamento de orações	actions	menu	
Prayer	Orações	actions	menu	
Enable spell reordering	Habilitar reordenamento de feitiços	actions	menu	
Disable spell filtering	Desabilitar reordenamento de feitiços	actions	menu	
Magic	Magia	actions	menu	
Friends List	Lista de Amigos	actions	menu	
Account Management	Gerenciamento da Conta	actions	menu	
Ironman Group	Ironman em Grupo	actions	menu	
Settings	Configurações	actions	menu	
Emotes	Emotes	actions	menu	
Music Player	Tocador de Música	actions	menu	
Logout	Sair do Jogo	actions	menu	
Look West	Virar bússola para Oeste	actions	menu	
Look South	Virar bússola para Sul	actions	menu	
Look East	Virar bússola para o Leste	actions	menu	
Look North	Virar bússola para o Norte	actions	menu	
Setup	Configurar	actions	menu	
Hide	Ocultar	actions	menu	
Show	Mostrar	actions	menu	
Activate	Ativar	actions	menu	
Toggle Run	Ativar/desativar corrida	actions	menu	
Use	Usar	actions	menu	
Bond Pouch	Porta-bonds	actions	menu	
Open Store	Abrir Loja	actions	menu	
Clear	Limpar	actions	menu	
Import	Importar	actions	menu	
Export	Exportar	actions	menu	
Fullscreen <colNum0>World Map</col>	Tela cheia <colNum0>Mapa-Múndi</col>	actions	menu	
Floating <colNum0>World Map</col>	Flutuante <colNum0>Mapa-Múndi</col>	actions	menu	
DPS	DPS	actions	menu	
Search	Pesquisar	actions	menu	
Lookup	Visualizar	actions	menu	
Auto retaliate	Autorretaliar	actions	menu	combatOptionsTab
Use <colNum0>Special Attack</col>	Usar <colNum0>Ataque Especial</col>	actions	menu	combatOptionsTab
Choose spell	Escolher feitiço	actions	menu	combatOptionsTab
Focus	Foco	actions	menu	combatOptionsTab
Wiki	Wiki	actions	menu	
Add to canvas	Adicionar ao canva	actions	menu	
View <colNum0>Attack</col> guide	Ver o guia de <colNum0>Ataque</col>	actions	menu	skillsTab
View <colNum0>Hitpoints</col> guide	Ver o guia de <colNum0>Pontos Vitais</col>	actions	menu	skillsTab
View <colNum0>Mining</col> guide	Ver o guia de <colNum0>Mineração</col>	actions	menu	skillsTab
View <colNum0>Strength</col> guide	Ver o guia de <colNum0>Força</col>	actions	menu	skillsTab
View <colNum0>Agility</col> guide	Ver o guia de <colNum0>Agilidade</col>	actions	menu	skillsTab
View <colNum0>Smithing</col> guide	Ver o guia de <colNum0>Metalurgia</col>	actions	menu	skillsTab
View <colNum0>Defence</col> guide	Ver o guia de <colNum0>Defesa</col>	actions	menu	skillsTab
View <colNum0>Herblore</col> guide	Ver o guia de <colNum0>Herbologia</col>	actions	menu	skillsTab
View <colNum0>Fishing</col> guide	Ver o guia de <colNum0>Pesca</col>	actions	menu	skillsTab
View <colNum0>Ranged</col> guide	Ver o guia de <colNum0>Combate à Distância</col>	actions	menu	skillsTab
View <colNum0>Thieving</col> guide	Ver o guia de <colNum0>Roubo</col>	actions	menu	skillsTab
View <colNum0>Cooking</col> guide	Ver o guia de <colNum0>Culinária</col>	actions	menu	skillsTab
View <colNum0>Prayer</col> guide	Ver o guia de <colNum0>Oração</col>	actions	menu	skillsTab
View <colNum0>Crafting</col> guide	Ver o guia de <colNum0>Artesanato</col>	actions	menu	skillsTab
View <colNum0>Firemaking</col> guide	Ver o guia de <colNum0>Arte do Fogo</col>	actions	menu	skillsTab
View <colNum0>Magic</col> guide	Ver o guia de <colNum0>Magia</col>	actions	menu	skillsTab
View <colNum0>Fletching</col> guide	Ver o guia de <colNum0>Arco e Flecha</col>	actions	menu	skillsTab
View <colNum0>Woodcutting</col> guide	Ver o guia de <colNum0>Corte de Lenha</col>	actions	menu	skillsTab
View <colNum0>Runecraft</col> guide	Ver o guia de <colNum0>Criação de Runas</col>	actions	menu	skillsTab
View <colNum0>Slayer</col> guide	Ver o guia de <colNum0>Extermínio</col>	actions	menu	skillsTab
View <colNum0>Farming</col> guide	Ver o guia de <colNum0>Agricultura</col>	actions	menu	skillsTab
View <colNum0>Construction</col> guide	Ver o guia de <colNum0>Construção</col>	actions	menu	skillsTab
View <colNum0>Hunter</col> guide	Ver o guia de <colNum0>Caça</col>	actions	menu	skillsTab
Character Summary	Sumário do Personagem	actions	menu	characterSummaryTab
Achievement Diaries	Diários de Conquistas	actions	menu	characterSummaryTab
Quest List	Lista de Missões	actions	menu	characterSummaryTab
Character Summary	Sumário do Personagem	actions	menu	achievementDiaryTab
Achievement Diaries	Diários de Conquistas	actions	menu	achievementDiaryTab
Quest List	Lista de Missões	actions	menu	achievementDiaryTab
Character Summary	Sumário do Personagem	actions	menu	questListTab
Achievement Diaries	Diários de Conquistas	actions	menu	questListTab
Quest List	Lista de Missões	actions	menu	questListTab
Character Summary	Sumário do Personagem	actions	menu	
Quest List	Lista de Missões	actions	menu	
Rewards	Recompensas	actions	menu	characterSummaryTab
Tasks	Tarefas	actions	menu	characterSummaryTab
Bosses	Chefes	actions	menu	characterSummaryTab
Overview	Visão	actions	menu	characterSummaryTab
Collection Log	Coleções	actions	menu	characterSummaryTab
Collection Overview	Visão geral das coleções	actions	menu	characterSummaryTab
Reveal	Revelar	actions	menu	characterSummaryTab
Hide	Esconder	actions	menu	characterSummaryTab
Open	Abrir	actions	menu	questListTab
Close	Fechar	actions	menu	questListTab
Start Quest Helper	Iniciar Quest Helper	actions	menu	questListTab
Open wiki quick guide:	Abrir guia rápido na wiki:	actions	menu	questListTab
Open wiki guide:	Abrir guia na wiki:	actions	menu	questListTab
Show on map:	Mostrar no mapa:	actions	menu	questListTab
Read journal:	Ler diário:	actions	menu	questListTab
Start Helper	Iniciar Helper	actions	menu	achievementDiaryTab
Wiki <colNum0>Ardougne Journal</col>	Wiki <colNum0>Diário de Ardougne</col>	actions	menu	achievementDiaryTab
Open <colNum0>Ardougne Journal</col>	Abrir <colNum0>Diário de Ardougne</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Desert Journal</col>	Wiki <colNum0>Diário do Deserto</col>	actions	menu	achievementDiaryTab
Open <colNum0>Desert Journal</col>	Abrir <colNum0>Diário do Deserto</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Falador Journal</col>	Wiki <colNum0>Diário de Falador</col>	actions	menu	achievementDiaryTab
Open <colNum0>Falador Journal</col>	Abrir <colNum0>Diário de Falador</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Fremennik Journal</col>	Wiki <colNum0>Diário Fremennik</col>	actions	menu	achievementDiaryTab
Open <colNum0>Fremennik Journal</col>	Abrir <colNum0>Diário Fremennik</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Kandarin Journal</col>	Wiki <colNum0>Diário de Kandarin</col>	actions	menu	achievementDiaryTab
Open <colNum0>Kandarin Journal</col>	Abrir <colNum0>Diário de Kandarin</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Karamja Journal</col>	Wiki <colNum0>Diário de Karamja</col>	actions	menu	achievementDiaryTab
Open <colNum0>Karamja Journal</col>	Abrir <colNum0>Diário de Karamja</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Kourend & Kebos Journal</col>	Wiki <colNum0>Diário de Kourend e Kebos</col>	actions	menu	achievementDiaryTab
Open <colNum0>Kourend & Kebos Journal</col>	Abrir <colNum0>Diário de Kourend e Kebos</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Lumbridge & Draynor Journal</col>	Wiki <colNum0>Diário de Lumbridge e Draynor</col>	actions	menu	achievementDiaryTab
Open <colNum0>Lumbridge & Draynor Journal</col>	Abrir <colNum0>Diário de Lumbridge e Draynor</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Morytania Journal</col>	Wiki <colNum0>Diário de Moritânia</col>	actions	menu	achievementDiaryTab
Open <colNum0>Morytania Journal</col>	Abrir <colNum0>Diário de Moritânia</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Varrock Journal</col>	Wiki <colNum0>Diário de Varrock</col>	actions	menu	achievementDiaryTab
Open <colNum0>Varrock Journal</col>	Abrir <colNum0>Diário de Varrock</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Western Provinces Journal</col>	Wiki <colNum0>Diário das Províncias Ocidentais</col>	actions	menu	achievementDiaryTab
Open <colNum0>Western Provinces Journal</col>	Abrir <colNum0>Diário das Províncias Ocidentais</col>	actions	menu	achievementDiaryTab
Wiki <colNum0>Wilderness Journal</col>	Wiki <colNum0>Diário da Terra Selvagem</col>	actions	menu	achievementDiaryTab
Open <colNum0>Wilderness Journal</col>	Abrir <colNum0>Diário da Terra Selvagem</col>	actions	menu	achievementDiaryTab
View equipment stats	Ver estatísticas dos equipamentos	actions	menu	wornEquipmentTab
View guide prices	Ver guia de preços	actions	menu	wornEquipmentTab
View items kept on death	Ver objetos mantidos ao morrer	actions	menu	wornEquipmentTab
Call follower	Chamar pet seguidor	actions	menu	wornEquipmentTab
Disable prayer reordering	Desabilitar reordenamento de orações	actions	menu	
Enable prayer filtering	Habilitar filtro de orações	actions	menu	
Disable spell reordering	Desabilitar reordenamento de feitiços	actions	menu	
Enable spell filtering	Habilitar filtro de feitiços	actions	menu	
Show notifications	Exibir notificações	actions	menu	
Add Note	Adicionar Nota	actions	menu	
Hide notifications	Não exibir notificações	actions	menu	
Delete	Excluir	actions	menu	friendsTab
Message	Mandar mensagem	actions	menu	friendsTab
View Ignore List	Ver lista de ignorados	actions	menu	friendsTab
Add Friend	Adicionar Amigo	actions	menu	friendsTab
Delete Friend	Excluir Amigo	actions	menu	friendsTab
Hop-to	Ir para o mesmo mundo	actions	menu	friendsTab
View Friends List	Ver Lista de Amigos	actions	menu	ignoreTab
Delete	Excluir	actions	menu	ignoreTab
Add Name	Adicionar Nome	actions	menu	ignoreTab
Delete Name	Excluir Nome	actions	menu	ignoreTab
Account	Conta	actions	menu	accountManagementTab
Community	Comunidade	actions	menu	accountManagementTab
Useful Links	Links Úteis	actions	menu	accountManagementTab
Open Store	Abrir Loja	actions	menu	accountManagementTab
Bond Pouch	Porta-Bonds	actions	menu	accountManagementTab
View Inbox	Ver Inbox	actions	menu	accountManagementTab
Name Changer	Alterar Nome	actions	menu	accountManagementTab
View History	Ver Histórico	actions	menu	accountManagementTab
View Newspost	Ver Notícias	actions	menu	accountManagementTab
View Archive	Ver Arquivo	actions	menu	accountManagementTab
Open	Abrir	actions	menu	accountManagementTab
Settings	Configurações	actions	menu	groupTab
Refresh	Recarregar	actions	menu	groupTab
Join	Juntar-se	actions	menu	groupTab
Setup	Configurar	actions	menu	groupTab
Find	Encontrar	actions	menu	groupTab
Open	Abrir	actions	menu	groupTab
Add friend	Add amigo	actions	menu	groupTab
Add ignore	Add ignorado	actions	menu	groupTab
Teleport	Teleportar	actions	menu	groupTab
Select	Selecionar	actions	menu	groupTab
Join <colNum0><!ANY_TRANSLATED0></col> channel	Juntar-se ao canal <colNum0><!ANY_TRANSLATED0></col>	actions	menu	groupTab
Leave <colNum0><!ANY_TRANSLATED0></col> channel	Sair do canal <colNum0><!ANY_TRANSLATED0></col>	actions	menu	groupTab
Teleport to <colNum0><!ANY_TRANSLATED0></col>	Teleportar para <colNum0><!ANY_TRANSLATED0></col>	actions	menu	groupTab
Add friend <!PLAYER_NAME0>	Adicionar amigo <!PLAYER_NAME0>	actions	menu	groupTab
Add ignore <!PLAYER_NAME0>	Adicionar ignorado <!PLAYER_NAME0>	actions	menu	groupTab
Remove friend <!PLAYER_NAME0>	Remover amigo <!PLAYER_NAME0>	actions	menu	groupTab
Remove ignore <!PLAYER_NAME0>	Remover ignorado <!PLAYER_NAME0>	actions	menu	groupTab
View Channel	Ver Canal	actions	menu	groupTab
Toggle skull prevention	Alternar prevenção anti-caveira no PvP	actions	menu	settingsTab
Toggle Accept Aid	Alternar Aceitar Auxílio	actions	menu	settingsTab
Toggle Run	Alternar Corrida	actions	menu	settingsTab
View House Options	Ver Opções de Casa	actions	menu	settingsTab
Open Bond Pouch	Abrir Porta-bonds	actions	menu	settingsTab
All Settings	Abrir todas as opções	actions	menu	settingsTab
Controls	Controles	actions	menu	settingsTab
Display	Display	actions	menu	settingsTab
Audio	Áudio	actions	menu	settingsTab
Unmute	Desmutar	actions	menu	settingsTab
Adjust Brightness	Ajustar Brilho	actions	menu	settingsTab
Restore Default Zoom	Restaurar Zoom Padrão	actions	menu	settingsTab
Disable	Desabilitar	actions	menu	settingsTab
Select	Selecionar	actions	menu	settingsTab
Perform	Atuar	actions	menu	emotesTab
Perform <colNum0>Relic unlock</col>	Atuar <colNum0>desbloqueio de relíquia</col>	actions	menu	emotesTab
Loop	Em loop	actions	menu	emotesTab
Area	Área	actions	menu	musicTab
Manual	Manual	actions	menu	musicTab
Random	Aleatório	actions	menu	musicTab
Unlock hint	Dica de desbloqueio	actions	menu	musicTab
Play	Tocar	actions	menu	musicTab
Toggle	Alterar	actions	menu	musicTab
Open	Abrir	actions	menu	musicTab
Thumbs Up	Positivo	actions	menu	logoutTab
Thumbs Down	Negativo	actions	menu	logoutTab
World Switcher	Seletor de Mundos	actions	menu	logoutTab
Logout	Sair do jogo	actions	menu	logoutTab
Favourite	Favoritar	actions	menu	worldSwitcherTab
Switch	Ir para este mundo	actions	menu	worldSwitcherTab
Logout	Sair do jogo	actions	menu	worldSwitcherTab
Clear	Limpar	actions	menu	worldSwitcherTab
Close	Fechar	actions	menu	worldSwitcherTab
Configure	Configurar	actions	menu	worldSwitcherTab
Grouping	Grupos	actions	menu	groupTab
Ironman Group	Grupo de Ironman	actions	menu	groupTab
Chat-channel	Canal de chat	actions	menu	groupTab
Your Clan	Seu Clã	actions	menu	groupTab
View another clan	Ver outro clã	actions	menu	groupTab
Message	Mensagem	actions	menu	groupTab
Remove friend	Remover amigo	actions	menu	groupTab
Switch world	Mudar de mundo	actions	menu	groupTab
View Poll	Ver Enquete	actions	menu	accountManagementTab
Viewer	Visualizador	actions	menu	
On	On	actions	menu	
Off	Off	actions	menu	
Expel Guests	Expulsar Visitantes	actions	menu	
Call Servant	Chamar o Servo	actions	menu	
Leave House	Sair de Casa	actions	menu	
Open subsection	Abrir subseção	actions	menu	
Move	Mover	actions	menu	
Learn More	Saber Mais	actions	menu	
Talk-to	Falar com	actions	npc	Tool Leprechaun
Exchange	Trocar	actions	npc	Tool Leprechaun
Attack	Atacar	actions	npc	Molanisk
Trade	Negociar	actions	npc	Hudo
Travel	Viajar	actions	npc	Rug Merchant
Pet	Fazer carinho	actions	npc	Dog
Guess-letter	Adivinhar-letra	actions	npc	Hangman game
Banish	Banir	actions	npc	Hangman game
Reset	Reiniciar	actions	npc	Hangman game
Hit	Atacar	actions	npc	Combat stone
Dismiss	Mandar embora	actions	npc	Dr Jekyll
Rewards	Recompensas	actions	npc	Emblem Trader
Skull	Caveira	actions	npc	Emblem Trader
Pay	Pagar	actions	npc	Ayesha
Armour	Armadura	actions	npc	Ironman tutor
Check-pets	Verificar-pets	actions	npc	Leagues Tutor
Collect-items	Coletar-objetos	actions	npc	Leagues Tutor
Claim-trophies	Reivindicar-troféus	actions	npc	Leagues Tutor
Pick-up	Pegar	actions	npc	Dark core
Metamorphosis	Metamorfose	actions	npc	Dark core
Pick	Pegar	actions	npc	Strange plant
Grab	Capturar	actions	npc	Suspect
Pop	Estourar	actions	npc	Balloon Animal
Kill	Matar	actions	npc	Pheasant
Disturb	Perturbar	actions	npc	Phosani's Nightmare
Gauntlets	Manoplas	actions	npc	Avan
Lure	Atrair	actions	npc	Rod Fishing spot
Bait	Isca	actions	npc	Rod Fishing spot
Pickpocket	Furtar	actions	npc	Guard
Assignment	Receber tarefa	actions	npc	Turael
Search	Vasculhar	actions	npc	Entomologist
Confront	Enfrentar	actions	npc	Mi-Gor
Transport	Transportar	actions	npc	Brother Tranquility
Intimidate	Intimidar	actions	npc	Zombie swab
Fish	Pescar	actions	npc	Fishing spot
Smash-ice	Quebrar-gelo	actions	npc	Ice block
Shear	Tosquiar	actions	npc	Sheep
Knock-Out	Nocautear	actions	npc	Bandit
Bank	Depositar	actions	npc	Banker
Collect	Coletar	actions	npc	Banker
Check-Approval	Verificar-Aprovação	actions	npc	Arnor
Tuxedo-time	Virar-pinguim	actions	npc	Larry
Mines	Minas	actions	npc	Dartog
Cellar	Porão	actions	npc	Dartog
Sew	Costurar	actions	npc	Patchy
Dream	Sonhos	actions	npc	Dominic Onion
Take-boat	Viajar-barco	actions	npc	Monk of Entrana
Inspect	Inspecionar	actions	npc	Lumbridge Guide
Trade-General-Store	Abrir-Armazém-Geral	actions	npc	Razmire Keelgan
Trade-Builders-Store	Abrir-Suprimentos-Construção	actions	npc	Razmire Keelgan
Haircut	Corte de cabelo	actions	npc	Hairdresser
Shave	Barbear	actions	npc	Hairdresser
Makeover	Mudar aparência	actions	npc	Makeover Mage
Talk-To	Falar-com	actions	npc	Tarquin
Quick-falcon	Pegar-falcão	actions	npc	Matthias
Retrieve	Recuperar	actions	npc	Gyr Falcon
Give-Sword	Dar-Espada	actions	npc	Tindel Marchant
Mine	Escavar	actions	npc	Elemental rock
Push	Empurrar	actions	npc	Trolley
Pull	Puxar	actions	npc	Trolley
Big-push	Empurrar com força	actions	npc	Trolley
Place	Colocar	actions	npc	Trolley
Claim-arrows	Reivindicar-flechas	actions	npc	Rantz
Inflate	Inflar	actions	npc	Swamp toad
Pluck	Depenar	actions	npc	Chompy bird
Shout-to	Gritar-para	actions	npc	Nickolaus
Quick-travel	Viagem-rápida	actions	npc	Desert eagle
Walk-past	Passar-por	actions	npc	Eagle
Threaten	Ameaçar	actions	npc	Kebbit
Small Net	Rede pequena	actions	npc	Fishing spot
Net	Rede	actions	npc	Fishing spot
Ammo	Munição	actions	npc	Leon
Cage	Jaula	actions	npc	Fishing spot
Harpoon	Arpão	actions	npc	Fishing spot
Big Net	Rede Grande	actions	npc	Fishing spot
Use-rod	Usar-vara	actions	npc	Fishing spot
Escort	Escoltar	actions	npc	Smiddi Ryak (hard)
Supply	Suprir	actions	npc	Smiddi Ryak (hard)
Claim-runes	Reivindicar-runas	actions	npc	Lundail
Chase	Perseguir	actions	npc	Cat
Interact	Interagir	actions	npc	Cat
Catch	Caçar	actions	npc	Baby impling
Get-rewards	Obter-recompensas	actions	npc	Commander Connad
Tutorial	Tutorial	actions	npc	Captain Cain
Start-minigame	Começar-minijogo	actions	npc	Guardian mummy
Teleport	Teleportar	actions	npc	Apprentice
Join-Crew	Juntar-se-a-tripulação	actions	npc	San Fan
Join-Team	Juntar-se à equipe	actions	npc	Honest Jimmy
Pick-pocket	Furtar	actions	npc	Fairy Godfather
Craft-goods	Suprimentos-Artesanato	actions	npc	Thakkrad Sigmundson
Rellekka	Rellekka	actions	npc	Maria Gunnars
Neitiznot	Nénão (Neitiznot)	actions	npc	Maria Gunnars
Jatizso	Éssim (Jatizso)	actions	npc	Mord Gunnars
Watch-shouting	Alertar	actions	npc	Guard
Kick	Chutar	actions	npc	Bed
Claim-Tokens	Resgatar-Tokens	actions	npc	Lorelai
History	Histórico de transações	actions	npc	Grand Exchange Clerk
Sets	Conjuntos	actions	npc	Grand Exchange Clerk
Prices	Preços	actions	npc	Brugsen Bursen
Exchange fire cape	Trocar capa do fogo	actions	npc	TzHaar-Mej-Jal
Destroy	Destruir	actions	npc	Door-support
Tickets	Passes	actions	npc	Cart conductor
Listen-to	Ouvir-discurso	actions	npc	Red Axe Director
Claim-Shield	Reivindicar-Escudo	actions	npc	Gamfred
talk	falar	actions	npc	Gate of War
Get job (easy)	Receber trabalho (fácil)	actions	npc	Gianne jnr.
Get job (hard)	Receber trabalho (difícil)	actions	npc	Gianne jnr.
Repairs	Reparos	actions	npc	Dark Mage
Sober-Up	Deixar-Sóbrio	actions	npc	Skippy
Walk here	Andar para cá	actions	npc	Purepker895
Follow	Seguir	actions	npc	Purepker895
Pay (north-west)	Pagar (lote noroeste)	actions	npc	Elstan
Pay (south-east)	Pagar (lote sudeste)	actions	npc	Elstan
Pay (north)	Pagar (norte)	actions	npc	Dantaera
Pay (south)	Pagar (sul)	actions	npc	Dantaera
Detach	Desmontar	actions	npc	Combat dummy
Upgrade	Aprimorar	actions	npc	Combat dummy
Remove	Remover	actions	npc	Combat dummy
Shoo	Mandar embora	actions	npc	Clockwork cat
Fur Clothing	Roupas de pele	actions	npc	Asyff
Shoo-away	Passa-fora	actions	npc	Stray dog
